Package,Version
Mondrian,1.1.2
mongolite,4.0.0
mongolstats,0.1.1
mongopipe,0.1.2
monitoR,1.2
monitOS,0.1.6
monmlp,1.1.5-1
monobin,0.2.4
monobinShiny,0.1.0
monochromeR,0.2.0
monoClust,1.2.1
monographaR,1.3.1
monolix2rx,0.0.6
monomvn,1.9-21
MonoPhy,1.3.2
MonoPoly,0.3-10
monoreg,2.1
monotone,0.1.2
MonotoneHazardRatio,0.2.0
monotonicity,1.3.1
MonotonicityTest,1.3
monreg,0.1.4.1
Monte.Carlo.se,0.1.1
MonteCarloSEM,2.0.0
moocore,0.3.1
MOODE,1.1.0
moodef,1.2.0
moodlequiz,0.2.1
moodlequizR,2.1.1
moodleR,1.0.5
moonBook,0.3.1
moonboot,2.0.1
moonlit,0.1.1
MoonShineR,1.1.0
mooplot,0.1.1
moose,0.0.1
mop,0.1.4
mopac,0.1.0
MOQA,2.0.0
morepls,0.2.1
morestopwords,0.2.0
mori,0.2.1
morph,1.1.0
morphemepiece,1.2.3
morphemepiece.data,1.2.0
morpheus,1.0-5
Morpho,2.13
morphomap,1.5
moRphomenses,1.0.3
MorphoRegions,0.1.0
MorphoTools2,1.0.2.1
MorphSim,1.2.0
morrowplots,0.2.0
morse,3.3.5
morseDR,0.1.2
morseTKTD,0.1.3
mort,0.0.1
mortAAR,1.1.8
MortalityGaps,1.0.7
MortalityLaws,2.2.0
MortalityTables,2.0.5
mortar,0.4.0
MortCast,2.8-0
mortSOA,0.1.0
mos,0.1.3
mosaic,1.10.2
mosaicCalc,0.6.4
mosaicCore,0.9.5
mosaicData,0.20.4
MOSAlloc,1.2.6
mosclust,1.0.2
MOsemiind,0.1.2
MOST,0.1.2
mosum,1.2.7
MoTBFs,1.4.2
MOTE,1.2.2
motherduck,0.2.1
motif,0.6.5
motifcluster,0.2.3
motifr,1.0.0
motmot,2.1.4
motoRneuron,1.0.0
moult,2.3.1
mountainplot,1.4
mousetRajectory,0.2.1
mousetrap,3.2.3
MOutliers,0.1.2
move,4.2.7
move2,0.5.0
movecost,3.0.0
movedesign,0.3.3
moveEZ,1.2.0
movegroup,2026.07.01
moveHMM,1.12
movementsync,0.1.5
moveWindSpeed,0.2.4
movieROC,0.1.2
movMF,0.2-11
mp,0.4.1
mpactr,0.3.3
mpae,0.1.2
mpaR,0.4.0
mpath,0.4-2.26
mpathr,1.0.4
mpathsenser,1.2.4
MPBoost,0.1-6
MPCI,1.0.7
MPCR,2.1.1
MPDiR,0.3
MPGE,1.0.1
MPI,0.1.0
mpindex,0.3.0
mpitbR,1.0.1
mplot,1.0.6
MplusAutomation,1.3
MplusLGM,1.0.0
mplusParallel.automation,0.0.1.1
MplusTrees,0.2.3
mpm,1.0-23
mpmaggregate,0.2.6
mpmcorrelogram,0.1-5
mpmi,0.43.2.1
mpmsim,3.3.0
MPN,0.4.0
mpoly,1.1.2
mpower,0.1.0
mppR,1.5.0
mpr,1.0.6
MPS,2.3.1
MPSEM,0.6-1
mpshock,0.1.0
mpspline2,0.1.9
MPsychoR,0.10-8
mpt,1.0-0
MPTinR,1.14.1
MPV,2.0
mpwR,0.1.5.1
MQMF,0.1.5
mqqcause,1.0.0
mqqr,1.0.0
Mqrcm,1.3
mqriskR,0.1.0
mr.mashr,0.3.44
mr.pivw,0.1.1
MR.RGM,0.1.0
MRAM,1.0.1
mrangr,1.0.1
mrap,1.0.1
mratios,1.4.4
mrbayes,0.5.2
mrbin,1.9.5
mrbsizeR,1.3.1
mRc,0.1.2
MRCE,2.4
mrct,0.0.1.0
MRCV,0.4-0
mrddGlobal,0.1.0
mrds,3.0.1
mreg,1.2.1
mregions2,1.3.0
mrf,0.1.9
mrf2d,1.0
MRFA,0.6
MRFcov,1.0.39
mrfDepth,1.0.17
mrfse,0.4.2
MRG,0.3.29
MRgrowth,0.1.2
mrgsim.parallel,0.3.0
mrgsim.sa,0.3.0
mrgsolve,2.0.1
MRHawkes,1.0
mri,1.0.1
mrIML,2.2.0
MRIreduce,1.0.0
mritc,0.5-3
MRMCaov,0.3.1
MRMCbinary,1.0.6
MRMCsamplesize,1.0.0
MRmediation,1.0.1
mrMLM,5.0.1
mrMLM.GUI,4.0.2
mRMRe,2.1.2.2
mro,0.1.1
MRPC,3.2.0
mRpostman,1.1.4
mrPStrata,0.1.0
MRQoL,1.0.1
MRReg,0.1.6
mrregression,1.0.0
MRStdCRT,0.1.1
MRStdLCRT,0.1.1
MRTAnalysis,0.4.1
MRTSampleSize,0.3.0
MRTSampleSizeBinary,0.1.2
mrtsSphere,0.1.2
MRZero,0.2.0
msae,0.1.5
msaeHB,0.1.0
msaenet,3.1.2
msamp,1.0.0
msaR,0.6.0
MSbox,1.4.8
MSBStatsData,0.0.2
MSCCT,1.0.2
msce,1.0.2
mschart,0.5.0
MSclassifR,0.5.0
MSclust,1.0.4
MSCMT,1.4.4
MScombine,1.4
mscp,1.0
MSCquartets,3.3
MSCsimtester,1.1
mscstexta4r,0.1.2
mscstts,0.6.4
mscsweblm4r,0.1.2
msd,0.3.1
msda,1.0.4
msde,1.0.5
msdrought,0.1.1
mseapca,2.2.1
msentropy,0.1.4
MSEtool,3.7.5
MSG,0.9
MSGARCH,2.51
MSGARCHelm,0.1.0
msgps,1.3.5
msgr,1.1.2
msig,1.0
msigdbr,26.1.0
mSigPlot,2.0.38
MSigSeg,0.2.0
mSigTools,1.0.7
mSimCC,0.0.3
MSIMST,1.1
MSinference,0.2.1
msir,1.4
msm,1.8.2
msma,3.1
msme,0.5.4
MSMGOptimizer,0.1.0
MSML,1.0.0.1
msmtools,2.2.1
MSMU,0.1.2
MSMwRA,1.5
MSN,0.1.0
msos,1.2.0
MSoutcomes,0.2.1
msPCA,0.5.0
msprog,1.0.0
MSPRT,3.0
mssearchr,0.2.0
msSPChelpR,0.9.1
MSSQL,1.0.1
MST,2.2
mstATA,0.1.0
mstate,0.3.3
mStats,3.4.0
mstclustering,1.0.0.0
mstDIF,0.1.8
mSTEM,1.0-1
MSTest,0.1.8
mstherm,0.4.7
mstknnclust,1.0.0
mstudentd,1.1.2
msu,0.0.1
MSUthemes,1.0.0
MSwM,1.5
mt,2.0-1.21
mt.surv,1.1.1
MTA,0.6.0
mtanan,0.0.1
mtaOpenData,0.1.0
MTAR,0.1.1
mtarm,0.1.9
mtb,0.1.9
mtdesign,0.1.4
MTE,1.2.1
MTest,1.0.4
mtgjsonsdk,0.1.0
mthapower,0.1.1
mtlgmm,0.1.0
MTLR,0.2.2
MTPS,1.0.2
mtrank,0.2-0
MTS,1.2.1
mtscr,2.0.0
mtsdi,0.3.7
mtsta,0.0.0.1
MTSYS,1.2.0
mtvc,1.1.0
MUACz,2.1.0
MuChPoint,0.6.4
muckrock,0.1.0
mudfold,1.1.21
mueRelativeRisk,0.1.1
MuFiMeshGP,0.0.1
MUGS,0.1.0
muhaz,1.2.6.4
muiDataGrid,0.1.2
muiMaterial,0.2.2
muir,0.1.0
muiTreeView,0.1.1
mulea,1.1.1
mulgar,1.0.5
mully,2.1.38
mulSEM,1.2
mulset,1.0.0
mult.latent.reg,0.2.2
MultANOVA,1.1.0
MultBiplotR,25.11.15
multbxxc,1.0.3
multChernoff,1.0.0
multcomp,1.4-30
multcompView,0.1-11
multDM,1.1.5
multe,1.1.0
MultEq,2.4
multfisher,1.1
multgee,1.9.0
multiActionButton,1.0.0
multiApply,2.1.5
multiAssetOptions,0.1-2
MultiATSM,1.5.1-2
MultiBD,1.0.2
multibias,1.7.3
multibiasmeta,0.2.2
multibiplotGUI,1.1
multiblock,0.8.10
multibreakeR,0.1.0
multibridge,1.3.0
multiCA,1.2.0
multicastR,2.0.0
multiCCA,0.1.0
multichull,3.0.1
multiclassPairs,0.4.3
MultiClassROC,0.1.0
multicmp,1.1
MultiCOAP,1.1
multiColl,2.0
multicool,1.0.1
multid,1.0.2
multiDEGGs,1.2.1
multideploy,0.1.0
multiDimBio,1.2.5
MultiDiscreteRNG,0.1.0
multiDoE,0.9.4
multidplyr,0.1.4
multifamm,0.1.1
multiFANOVA,0.1.0
multifear,0.1.5
MultiFit,1.1.1
multifunc,0.9.4
multifwf,0.2.2
MultiGlarmaVarSel,1.0
multigraph,0.99-3
multigraphr,0.2.0
MultiGrey,0.1.0
multigroup.vaccine,0.1.1
MultiGroupO,0.4.0
MultiGroupSequential,1.1.0
MultiJoin,0.1.1
MultiKink,0.2.0
multilandr,1.0.0
multilaterals,2.0
MultiLCIRT,2.12
multilevel,2.8
multilevelcoda,1.3.3
multilevelmediation,0.4.1
multilevelmod,1.0.0
MultiLevelOptimalBayes,0.0.4.0
multilevelPSA,1.3.1
multilevelTools,0.2.1
multilevLCA,2.1.4
multilinguer,0.2.4
multilink,0.1.1
multimark,2.1.7
multimedia,0.2.0
multimediate,0.1.6
multimix,1.0-10
MultiModalR,1.0.0
multimode,1.5
multiModTest,1.0
multimolang,0.1.1
multimorbidity,0.5.1
multiness,1.0.2
multinet,4.3.4
multinets,0.2.2
multinma,0.9.1
MultiNMix,0.1.0
multinomialLogitMix,1.1
multinomineq,0.2.6
multIntTestFunc,0.3.0
multiobjectiveMDP,1.0.0
MultiObjMatch,1.0.0
multiocc,0.2.3
MultiOrd,2.4.4
multipanelfigure,2.1.6
MultiPhen,2.0.4
MultipleBreakpoints,0.1.0
MultipleBubbles,0.2.0
multipleDL,1.0.0
multipleITScontrol,0.1.0
multipleNCC,1.2-5
multipleOutcomes,0.18.1
MultipleRegression,0.1.0
multiplestressR,0.1.1
multiplex,3.9
MultiplierDEA,0.1.19
multipol,1.0-9
multiRec,1.0.6
MultiResponseR,1.4.1
MultiRFM,1.1.0
multirich,2.1.3
multiridge,1.11
multiRL,0.4.5
MultiRNG,1.2.4
MultiRobust,1.0.5
multiSA,0.4.0
MultiscaleDTM,1.0.1
multiScaleR,0.7.0
MultiscaleSCP,0.1.1
multiscape,1.0.7
multiselect,0.1.0
multisensi,2.1-1
multisite.accuracy,1.3
MultisiteMediation,0.0.4
MultiSkew,1.1.1
multisom,1.3
multispatialCCM,1.3
MultiSpline,0.2.0
MultiStatM,2.1.0
multiswc,0.1.2
multitaper,1.0-17
multitool,0.1.5
MultiTraits,1.0.0
multiUS,1.2.3
multivar,1.4.0
multivariance,2.4.1
MultivariateAnalysis,0.5.1
MultivariateRandomForest,1.1.5
MultivariateTrendAnalysis,0.1.3
multivarious,0.3.2
multivator,1.1-11
multiverse,0.6.2
multiview,1.0
multiwave,2.0
multiway,1.0-7
MultiwayRegression,1.2
multiwayvcov,1.2.3
MultNonParam,1.3.9
MultOrdRS,0.1-3
multpois,0.3.3
MultRegCMP,0.1.0
MultSurvTests,0.2
multvardiv,1.0.15
multxpert,0.1.1
MulvariateRandomForestVarImp,0.0.2
mumarinex,2.0
MuMIn,1.48.19
mums2,0.1.1
munch,0.0.2
mundoLindey,0.1.0
munfold,0.3.5
munsell,0.5.1
munsellinterpol,3.4-0
mupet,0.1.0
MuPETFlow,0.1.1
muRL,0.1-13
murphydiagram,0.12.2
muRty,0.3.1
MUS,0.1.6
musclesyneRgies,1.2.5
muse,0.1.0
music,0.1.2
musicMCT,0.5.0
musicNMR,1.0
musicXML,1.0.1
mutationtypes,0.0.1
mutoss,0.1-14
mutossGUI,0.1-12
mutSignatures,2.1.1
muttest,0.2.1
mutualinf,2.0.4
MuViCP,1.3.2
MUVR2,0.1.0
MVA,1.0-9
mvabund,4.2.8
MVar,2.3.0
MVar.pt,2.3.0
mvardlurt,1.0.2
mvBayes,1.2.1
MvBinary,1.1
mvbutils,2.12.120
mvcauchy,1.1
mvcor,1.1
mvctm,1.2
mvdalab,1.7
mvDFA,0.0.4
mverse,0.2.3
MVET,0.1.0
mvfmr,0.1.0
mvgam,1.1.594
mvgb,0.0.6
mvglmmRank,1.2-5
mvGPS,1.2.2
mvhist,1.2
mvhtests,1.2
mvinfluence,0.9.2
MVisAGe,0.2.1
mvLSW,1.2.5
mvLSWimpute,0.1.1
mvMAPIT,2.0.4
mvmesh,1.6
mvmeta,1.0.3
mvMISE,1.0
mvMonitoring,0.2.4
mvMORPH,1.2.1
MVN,6.3
mvna,2.0.1
MVNBayesian,0.0.8-11
mvnfast,0.2.8
mvngGrAd,0.1.6
MVNGmod,0.1.1
mvnimpute,1.0.1
mvnma,0.1-0
mvnmle,0.1-11.2
mvnormalTest,1.0.1
mvnormtest,0.1-9-3
mvnpermute,1.0.1
mvnTest,1.1-0
MVOPR,2.0.0
mvord,1.2.6
mvout,1.2
mvoutlier,2.1.4
mvp,1.1-1
MVPBT,1.2-1
mvpd,0.0.5
mvPot,0.1.7
mvProbit,0.1-10
mvQuad,1.0-10
MVQuickGraphs,0.1.2
MVR,1.33.0
mvrsquared,0.1.5
mvs,2.1.0
mvShapiroTest,1.0
MVSKmod,0.1.0
mvSLOUCH,2.7.7
mvst,1.1.1
mvSUSY,0.1.0
MVT,0.3-81
MVTests,2.3.1
mvtmeta,1.1
mvtnorm,1.4-1
mvtsplot,1.0-5
mvtweedie,1.2.0
mvvg,0.1.0
mwa,0.5.1
mwcsr,0.1.12
mwlaxeref,0.0.1
mwmap,1.0.0
mwmapdata,1.0.0
MWright,0.3.2
mwshiny,2.1.0
mwTensor,1.2.2
mx.api,0.3.0
mx.client,0.1.1
mx.crypto,0.2.0
mxcc,0.0.5
mxfda,0.2.2-1
mxkssd,1.2
mxmmod,1.1.0
mxnorm,1.1.0
mxsem,0.1.0
My.stepwise,0.1.0
mycaas,0.0.1
Mychisq,1.0.0
myClim,1.5.1
mycobacrvR,1.1
mycolorsTB,0.1.1
mycor,0.1.1
myCRAN,1.3
myIO,1.2.0
MyoScore,1.0.1
myownrobs,1.0.0
myrror,0.1.2
myTAI,2.3.6
mzipmed,1.4.0
n1qn1,6.0.1-14
N2H4,0.8.4
N2R,1.0.5
naaccr,3.1.1
nabla,0.7.1
nabor,0.5.0
NAC,0.1.0
NACHO,2.0.6
NADA,1.6-1.2
NADA2,2.0.2
nadaverse,0.1.0
nadir,0.0.1
nadiv,2.18.0
NAEPirtparams,1.0.0
NAEPprimer,1.0.2
naflex,0.1.1
naijR,0.7.0
NaileR,1.2.3
naive,1.2.3
naivebayes,1.0.0
naivereg,1.0.5
nakagami,1.1.0
NAM,1.8.0
name,0.0.2
namedropR,2.4.1
NameNeedle,1.2.10
namer,0.1.9
nametagger,0.1.7
nandb,2.1.1
naniar,1.1.0
nanoarrow,0.8.0-1
nanonext,1.10.0
nanoparquet,0.5.1
nanostringr,0.6.1
nanotime,0.3.15
NAP,1.1
NAPrior,0.2.0
naptanr,1.0.1
naptime,1.3.1
nara,1.0.2
nardl,0.1.6
narfima,0.1.0
narray,0.5.2
naryn,2.6.34
nasa,1.0.0
nasadata,0.9.0
nasapower,4.3.0
nasaweather,0.1.1
nascaR.data,3.1.0
naspaclust,0.2.2
nat,1.8.25
nat.nblast,1.6.9
nat.templatebrains,1.2.1
nat.utils,0.6.1
natcpp,0.2
nativeORT,1.0.1
natmanager,0.5.2
NatParksPalettes,0.2.0
natserv,1.0.0
natstrat,2.0.1
natural,0.9.0
naturalsort,0.1.3
NatureSounds,1.0.5
NAVAECI,0.1.1
navigation,0.0.2
navigatr,0.2.1
nawtilus,0.1.4
NB.MClust,1.1.1
NBAloveR,0.1.3.3
nbapalettes,0.1.0
NBBDesigns,1.1.0
nbc4va,1.2
NbClust,3.0.1
nbconv,1.0.1
nbconvertR,1.3.2
NBDCtools,1.1.0
NBDdirichlet,1.4
NBDesign,2.0.0
nberwp,1.2.0
NBKP,0.1.0
NBLDA,1.0.1
nblR,0.0.4
nbody,1.41
nbpInference,1.0.3
nbpMatching,1.5.6
NBPSeq,0.3.1
NBR,0.1.5
NBShiny,0.1.0
NBShiny2,0.1.0
NBShiny3,0.1.0
nbTransmission,1.2.0
NBtsVarSel,1.0
nc,2026.4.20
NCA,5.0.2
ncaavolleyballr,0.5.1
ncappc,1.0.0
ncar,0.6.1
ncbit,2013.03.29.1
NCC,1.0
ncdf4,1.24
ncdfCF,0.8.2
ncdfgeom,1.2.2
ncf,1.3-3
ncmeta,0.4.0
NCmisc,1.3.1
ncmR,0.3.1
ncodeR,0.2.0.1
NCSCopula,1.0.1
NCutYX,0.1.0
ncvreg,3.16.0
nda,0.2.5
ndi,0.2.2
ndjson,0.9.1
ndl,0.2.18
NDP,0.1.0
NDPalette,1.0.0
ndtv,0.13.4
nearfar,1.3
neat,1.2.4
neatmaps,2.1.0
neatR,0.3.0
neatRanges,0.1.4
nebula,1.5.6
Necklaces,1.1
necountries,0.1-1
needs,0.0.3
NeEDS4BigData,1.0.1
NegativeControlOutcomeAdjustment,0.0.6
NegBinBetaBinreg,1.0
negenes,1.4
negligible,0.1.11
Neighboot,1.0.1
NeighborFinder,1.0.1
neighbours,0.1-5
neldermead,1.0-13
Nematode,0.3.0
nemBM,1.00.01
nemoR,0.99.3
nemsqar,1.2.1
nemtr,0.0.1.0
neo2R,3.0.0
neo4jshell,0.1.2
neo4r,0.1.4
neodistr,0.1.2
neojags,0.1.7
neonOS,1.1.0
neonPlantEcology,1.6.1
neonSoilFlux,4.0.1
neonstore,0.5.1
neonUtilities,4.0.1
neotoma2,1.0.12
nephro,1.5
NEpiC,1.0.1
neptune,0.2.3
nestable,0.1.1
NeStage,0.8.0
nestcolor,0.1.3
nestedLogit,0.4.2
NestedMenu,0.2.0
nestedpp,0.2.0
nestfs,1.0.3
Nestimate,0.6.0
NestMRMC,1.0
nestr,0.1.2
net4pg,0.1.2
netassoc,0.7.2
netClust,1.0.2
NetCluster,0.2
netCoin,2.1.19
netcom,2.1.7
NetCoupler,0.1.1
netcutter,0.3.1
NetDA,0.2.0
netdiffuseR,1.25.0
netdose,0.7-4
NetExplorer,0.0.2
NetGreg,0.0.4
netgsa,4.0.7
netgwas,1.14.5
netie,1.0
netify,1.5.3
NetIndices,1.4.4.1
NetInt,1.0.1
netknitr,0.2.1
NetLogoR,1.0.6
netmap,0.1.4
netmediate,1.1.1
netmem,1.0-3
netmeta,3.6-1
netmhc2pan,1.3.3
NetMix,0.2.0.3
NetOrigin,1.1-7
netplot,0.3-0
NetPreProc,1.2
netrankr,1.2.4
NetRep,1.2.10
netrics,0.3.1
netropy,0.3.0
NetSci,1.0.1
netseer,0.1.3
netseg,1.0-3
netSEM,0.7.0
NetSimR,0.1.5
netstat,0.1.2
netsubsamp,1.0.0
NetSurvProx,1.0.0
nett,1.0.0
nettskjemar,1.0.4
netUtils,0.8.6
NetVAR,0.1-2
NetWeaver,0.0.6
network,1.20.0
networkABC,0.9-1
NetworkChange,1.1.0
NetworkComparisonTest,2.2.3
NetworkComparr,0.0.0.9
networkD3,0.4.1
NetworkDistance,0.3.6
networkDynamic,0.12.0
networkDynamicData,0.3.0
NetworkExtinction,1.0.3
NetworkInference,1.2.5
networkLite,1.1.0
networkR,0.1.5
NetworkReg,2.0
NetworkRiskMeasures,0.1.7
networkscaleup,0.2-2
networksem,0.4
NetworkToolbox,1.4.4
networktools,1.6.0
networktree,1.0.1
NeuDist,1.0.1
NeuralEstimators,0.2.1
neuralGAM,2.0.1
neuralnet,1.44.2
NeuralNetTools,1.5.3
neuralnetwork,0.1.0
NeuralSens,1.1.3
neurobase,1.34.0
neuroblastoma,2023.9.3
NeuroDataSets,0.3.0
NeuroDecodeR,0.2.0
neurohcp,0.11.0
neuroim,0.0.6
neuroim2,0.13.0
neuroimaGene,0.1.4
neuromapr,0.2.2
neuromplex,1.0-1
neuroSCC,1.0.2
neuRosim,0.2-14
neuroUp,0.3.1
neutralitytestr,0.0.3
NeutroCODsAnalysis,0.1.0
NeutroIBDAnalysis,0.1.1
NeutroRCDsAnalysis,0.1.1
NeutroSplitStripAnalysis,0.0.1
neutrostat,0.0.2
neutroSurvey,0.1.0
nev,1.0.0.0
nevada,0.2.0
neverhpfilter,0.5-0
new.dist,0.1.2
Newdistns,2.1
newFocus,1.1
newIMVC,0.1.0
NewmanOmics,1.1.3
newmark,1.1.0
newsanchor,0.1.1
newscatcheR,0.1.2
newsmap,0.9.2
newsmd,0.5.1
newTestSurvRec,1.0.2
nextGenShinyApps,2.1
nexus,0.6.1
nFactors,2.4.1.2
nfcore.utils,0.0.4
nfer,1.1.3
nfl4th,1.0.7
nflfastR,5.2.0
nflplotR,1.6.0
nflreadr,1.5.1
nflseedR,2.0.2
NFLSimulatoR,0.4.0
nflverse,1.0.3
nftbart,2.3
NFWdist,0.1.0
ngboostForecast,0.1.1
NGBVS,0.3.0
NGCHM,1.0.4
NGLVieweR,1.4.0
ngme2,0.9.8
ngram,3.2.3
ngramr,1.10.0
ngramrr,0.2.0
ngspatial,1.2-2
NHANES,2.1.0
nhanesA,1.4.1
nhanesdata,0.2.2
nhanesdiva,1.0.1
nhdplusTools,1.5.0
nhdR,0.6.1
NHLData,1.0.0
nhlscraper,0.7.0
nhm,0.1.2
NHPoisson,3.4
nhppp,1.0.5
nhs.predict,1.4.0
nhscancerwaits,1.0.2
NHSDataDictionaRy,1.2.5
nhsnumber,0.1.2
NHSRdatasets,0.3.0
NHSRplotthedots,0.2.2
NHSRwaitinglist,0.1.2
nhstplot,1.4.2
niaidMI,1.1.0
niarules,0.3.1
nic,0.0.2
nice,0.4-2
nicheR,0.1.0
nicheROVER,1.1.2
nichetools,0.3.3
nichevol,0.1.20
nieve,0.1.3
nifti.io,1.0.0
nifti.pbcor,1.0
NightDay,1.0.1.1
nilde,1.1-7
NiLeDAM,0.4
nilsier,0.1.1
nima,0.6.2
NIMAA,0.2.2
nimble,1.4.2
nimbleAPT,1.0.7
nimbleCarbon,0.2.6
nimbleEcology,0.5.0
nimbleHMC,0.2.4
nimbleMacros,0.1.1
nimbleNoBounds,1.0.3
nimbleQuad,1.4.0
nimbleSCR,0.2.1
nimbleSMC,0.11.1
nimblewomble,0.1.0
nipals,1.0
nipnTK,0.2.2
NipponMap,0.2
NIPTeR,1.0.2
NIRStat,1.1
NISTnls,0.9-13
NISTunits,1.0.1
NitrogenUptake2016,0.2.3
nivm,0.6
nivo.bubblechart,0.1.1
nixmass,1.3.1
nixtlar,1.0.0
NlcOptim,0.6
nlcv,0.3.6
nleqslv,3.3.7
nlfh,0.1.0
nlgeocoder,0.2.2
nlgm,1.0
NlinTS,1.4.7
nlist,0.4.0
nlive,0.8.0
nlme,3.1-169
nlmeU,0.71.7
nlmeVPC,2.8
nlmixr2,5.0.0
nlmixr2auto,1.0.0
nlmixr2autoinit,1.0.1
nlmixr2data,2.0.9
nlmixr2est,6.0.1
nlmixr2extra,5.1.0
nlmixr2lib,0.3.2
nlmixr2plot,5.0.2
nlmixr2rpt,0.2.2
nlmixr2save,0.1.0
nlmixr2targets,0.1.0
nlmm,1.1.1
nlmrt,2016.3.2
nlMS,1.1
nlnet,1.4
nlopt,0.1.1
nloptr,2.2.1
NLP,0.3-2
NLPclient,1.0
nlpembeds,1.0.0
nlpsem,0.4
NLPutils,0.0-5.1
NLPwavelet,1.1
nlraa,1.9.10
nlreg,1.2-4
nlrr,0.1
nlrx,0.4.6
nls.multstart,2.0.0
nls2,0.3-4
nlsem,0.8-1
nlshrink,1.0.1
nlsic,1.2.0
nlsMicrobio,1.0-0
nlsmsn,0.0-6
nlsr,2026.4.29
nlstac,0.2.0
nlstools,2.1-0
NlsyLinks,2.2.3
nlt,2.2-2
nltm,1.4.6
nlts,1.0-2
nLTT,1.4.10
nlWaldTest,1.1.3
NMA,3.1-1
NMADTA,0.1.4
NMAforest,0.1.3
nmaINLA,1.1.0
NMAoutlier,0.2.1
nmaplateplot,1.0.3
NMAR,0.1.2
nmarank,0.3-0.1
nmathopencl,0.8.2
nmathresh,0.1.6
NMcalc,0.0.4
NMdata,0.2.5
NMF,0.28
nmfbin,0.2.1
nmfkc,0.8.2
NMFN,2.0.1
Nmisc,0.3.7
Nmix,2.0.5
nmixgof,0.1.1
NMMIPW,0.1.0
NMOF,2.11-0
NMRphasing,1.0.7
nmrrr,1.0.0
NMsim,0.2.7
nmslibR,1.0.7
NMTox,0.1.0
NMVANOVA,1.1.0
nmw,0.3.1
nn2poly,0.1.3
nna,0.0.2.1
nncc,2.0.0
nndiagram,1.0.0
nnet,7.3-20
nnetLM,1.0.1
nnfor,0.9.9
nnGarrote,1.0.4
nngeo,0.4.8
nnlasso,0.3
nnlib2Rcpp,0.2.9
nnls,1.6
nnmf,1.4
NNMIS,1.0.1
NNMoMo,0.1.0
nnR,0.1.0
NNS,13.0
nnsolve,0.0.2
nnspat,0.1.2
nnt,0.1.4
nnTensor,1.4.0
nntmvn,1.3.0
NO.PING.PONG,0.1.9.1
noaa,1.0.0
noah,0.1.0
NobBS,1.1.1
noctua,2.6.3
nocturn,1.1.3
nodbi,0.14.0
node2vec,0.1.0
nodeSub,1.2.9
nodiv,1.4.4
nofrills,0.3.2
noia,0.97.3
noise,1.0.2
noisemodel,1.0.2
noisyCE2,1.1.0
noisyr,1.0.0
noisySBM,0.1.4
nolock,1.1.0
nomads,0.0.1
nombre,0.4.1
nomclust,2.8.1
nominatimlite,0.6.0
nomine,1.0.2
nomisdata,0.1.2
nomiShape,1.0.2
nomnoml,0.3.0
nomogramEx,3.0
nomogramFormula,1.2.0.0
nonabsdid,0.4.1
NonCompart,0.8.1
noncompliance,0.2.2
noncomplyR,1.0
NonlinearDiD,0.2.0
nonLinearDotPlot,0.5.0
NonlinearTSA,0.5.0
nonlinearTseries,0.3.2
nonmem2R,0.2.5
nonmem2rx,0.1.9
nonmemica,1.2.0
nonneg.cg,0.1.6-1
nonnest2,0.5-9
NonNorMvtDist,1.1.0
nonpar,1.0.2
nonparaeff,0.5-15
nonparametric.bayes,0.0.1
Nonpareil,3.5.3
nonParQuantileCausality,0.1.0
NonParRolCor,0.8.0
nonparTrendR,0.1.0
NonProbEst,0.2.4
nonprobsvy,0.2.3
nonsmooth,1.0.0
nonstat,0.0.6
nopaco,1.0.9
nor1mix,1.3-3
nord,1.0.0
nordklimdata1,1.2
nordstatExtras,0.1.0
norm,1.0-11.1
NORMAgene,0.1.1
normaliseR,0.1.2
normality,0.0.1
NormalityAssessment,0.1.1
normalize,0.1.3
normalizeH,1.0.0
NormalLaplace,0.3-2
normalp,0.7.2.1
NormData,1.1
NormExpression,0.1.1
normfluodbf,2.0.3
norMmix,0.2-0
NormPsy,1.0.8
normref,0.1.1
norSTR,0.2.1
nortest,1.0-4
nortestARMA,1.0.2
nortsTest,1.1.3
nos,2.0.0
nose,1.0.5
NoSleepR,0.2.0
nosoi,1.1.2
NostalgiR,1.0.2
not,1.6
notebookutils,1.6.2
notifyme,0.3.0
notionapi,0.2.0
notionR,0.0.9
NOVA,0.1.5
NovelDistns,0.1.0
novelforestSG,2.1.0
novelqualcodes,0.13.5
NoviceDeveloperResources,1.2.0
NoviceDeveloperResources2,1.1.0
nowcast,0.1.0
nowcastr,0.2.0
noweb,1.1-4
np,0.70-4
npANCOVA,0.1.1
nparACT,0.9.1
nparcomp,3.0
nparLD,2.2
nparMD,0.2.3
nparsurv,0.1.0
NPBayesImputeCat,0.7
NPBBBDAefficiency,0.1.0
NPBBBdesigns,1.0.0
npboottprm,0.3.2
npboottprmFBar,0.2.0
npbr,1.8
NPCD,1.0-11
NPCDTools,1.1.0
NPCirc,3.2.1
npclust,0.1.1
NPCox,1.3
npcp,0.2-6
npcs,0.1.1
npcure,0.1-5
npcurePK,1.0-2
npde,3.5
npDoseResponse,0.2
npdsim,1.0.0
npExact,0.2
NPFD,1.0.1
NPflow,0.13.6
npfseir,0.2.1
nph,2.1
NPHazardRate,0.1
NPHMC,2.4.2
nphPower,1.1.0
nphRCT,0.1.1
npi,0.2.0
NPIstats,0.1.0
npiv,0.1.3
nplplot,4.7
nplr,0.1-8
NPLStoolbox,1.1.0
nplyr,0.3.0
